package_name	version	family	file	line	matched_text	context
@zkochan/fuse-native	0.1.0	RAW_NAPI_BUFFER	package/fuse-native.c	478	napi_create_external_buffer(	"  if (IS_ARRAY_BUFFER_DETACH_SUPPORTED == 1) assert(napi_detach_arraybuffer(env, argv[2]) == napi_ok);
})

FUSE_METHOD(getxattr, 4, 1, (const char *path, const char *name, char *value, size_t size, uint32_t position), {
  l->path = path;
  l->name = name;
  l->value = value;
  l->size = size;
  l->position = position;
}, {
  napi_create_string_utf8(env, l->path, NAPI_AUTO_LENGTH, &(argv[2]));
  napi_create_string_utf8(env, l->name, NAPI_AUTO_LENGTH, &(argv[3]));
  napi_create_external_buffer(env, l->size, (char *) l->value, NULL, NULL, &(argv[4]));
  napi_create_uint32(env, l->position, &(argv[5]));
}, {
  if (IS_ARRAY_BUFFER_DETACH_SUPPORTED == 1) assert(napi_detach_arraybuffer(env, argv[2]) == napi_ok);
})

#else

FUSE_METHOD(setxattr, 5, 1, (const char *path, const char *name, const char *value, size_t size, int flags), {
  l->path = path;
  l->name = name;
  l->value = value;
  l->size = size;"
@zkochan/fuse-native	0.1.0	RAW_NAPI_BUFFER	package/fuse-native.c	495	napi_create_external_buffer(	"
#else

FUSE_METHOD(setxattr, 5, 1, (const char *path, const char *name, const char *value, size_t size, int flags), {
  l->path = path;
  l->name = name;
  l->value = value;
  l->size = size;
  l->flags = flags;
}, {
  napi_create_string_utf8(env, l->path, NAPI_AUTO_LENGTH, &(argv[2]));
  napi_create_string_utf8(env, l->name, NAPI_AUTO_LENGTH, &(argv[3]));
  napi_create_external_buffer(env, l->size, (char *) l->value, NULL, NULL, &(argv[4]));
  napi_create_uint32(env, 0, &(argv[5])); // normalize apis between mac and linux
  napi_create_uint32(env, l->flags, &(argv[6]));
}, {
  if (IS_ARRAY_BUFFER_DETACH_SUPPORTED == 1) assert(napi_detach_arraybuffer(env, argv[2]) == napi_ok);
})

FUSE_METHOD(getxattr, 4, 1, (const char *path, const char *name, char *value, size_t size), {
  l->path = path;
  l->name = name;
  l->value = value;
  l->size = size;
}, {"
@zkochan/fuse-native	0.1.0	RAW_NAPI_BUFFER	package/fuse-native.c	510	napi_create_external_buffer(	"}, {
  if (IS_ARRAY_BUFFER_DETACH_SUPPORTED == 1) assert(napi_detach_arraybuffer(env, argv[2]) == napi_ok);
})

FUSE_METHOD(getxattr, 4, 1, (const char *path, const char *name, char *value, size_t size), {
  l->path = path;
  l->name = name;
  l->value = value;
  l->size = size;
}, {
  napi_create_string_utf8(env, l->path, NAPI_AUTO_LENGTH, &(argv[2]));
  napi_create_string_utf8(env, l->name, NAPI_AUTO_LENGTH, &(argv[3]));
  napi_create_external_buffer(env, l->size, (char *) l->value, NULL, NULL, &(argv[4]));
  napi_create_uint32(env, 0, &(argv[5]));
}, {
  if (IS_ARRAY_BUFFER_DETACH_SUPPORTED == 1) assert(napi_detach_arraybuffer(env, argv[2]) == napi_ok);
})

#endif

FUSE_METHOD(listxattr, 2, 1, (const char *path, char *list, size_t size), {
  l->path = path;
  l->list = list;
  l->size = size;
}, {"
@zkochan/fuse-native	0.1.0	RAW_NAPI_BUFFER	package/fuse-native.c	524	napi_create_external_buffer(	"}, {
  if (IS_ARRAY_BUFFER_DETACH_SUPPORTED == 1) assert(napi_detach_arraybuffer(env, argv[2]) == napi_ok);
})

#endif

FUSE_METHOD(listxattr, 2, 1, (const char *path, char *list, size_t size), {
  l->path = path;
  l->list = list;
  l->size = size;
}, {
  napi_create_string_utf8(env, l->path, NAPI_AUTO_LENGTH, &(argv[2]));
  napi_create_external_buffer(env, l->size, l->list, NULL, NULL, &(argv[3]));
}, {
  if (IS_ARRAY_BUFFER_DETACH_SUPPORTED == 1) assert(napi_detach_arraybuffer(env, argv[2]) == napi_ok);
})

FUSE_METHOD_VOID(removexattr, 2, 0, (const char *path, const char *name), {
  l->path = path;
  l->name = name;
}, {
  napi_create_string_utf8(env, l->path, NAPI_AUTO_LENGTH, &(argv[2]));
  napi_create_string_utf8(env, l->name, NAPI_AUTO_LENGTH, &(argv[3]));
})
"
@zkochan/fuse-native	0.1.0	RAW_NAPI_BUFFER	package/fuse-native.cpp	404	napi_create_external_buffer(	"  }
})

FUSE_METHOD(read, 6, 2, (const char *path, char *buf, size_t len, off_t offset, struct fuse_file_info *info), {
  l->path = path;
  l->buf = buf;
  l->len = len;
  l->offset = offset;
  l->info = info;
}, {
  napi_create_string_utf8(env, l->path, NAPI_AUTO_LENGTH, &(argv[2]));
  napi_create_uint32(env, l->info->fh, &(argv[3]));
  napi_create_external_buffer(env, l->len, (char *) l->buf, NULL, NULL, &(argv[4]));
  napi_create_uint32(env, l->len, &(argv[5]));
  FUSE_UINT64_TO_INTS_ARGV(l->offset, 6)
}, {
  if (IS_ARRAY_BUFFER_DETACH_SUPPORTED == 1) assert(napi_detach_arraybuffer(env, argv[3]) == napi_ok);
})

FUSE_METHOD(write, 6, 2, (const char *path, const char *buf, size_t len, off_t offset, struct fuse_file_info *info), {
  l->path = path;
  l->buf = buf;
  l->len = len;
  l->offset = offset;
  l->info = info;"
@zkochan/fuse-native	0.1.0	RAW_NAPI_BUFFER	package/fuse-native.cpp	420	napi_create_external_buffer(	"  if (IS_ARRAY_BUFFER_DETACH_SUPPORTED == 1) assert(napi_detach_arraybuffer(env, argv[3]) == napi_ok);
})

FUSE_METHOD(write, 6, 2, (const char *path, const char *buf, size_t len, off_t offset, struct fuse_file_info *info), {
  l->path = path;
  l->buf = buf;
  l->len = len;
  l->offset = offset;
  l->info = info;
}, {
  napi_create_string_utf8(env, l->path, NAPI_AUTO_LENGTH, &(argv[2]));
  napi_create_uint32(env, l->info->fh, &(argv[3]));
  napi_create_external_buffer(env, l->len, (char *) l->buf, NULL, NULL, &(argv[4]));
  napi_create_uint32(env, l->len, &(argv[5]));
  FUSE_UINT64_TO_INTS_ARGV(l->offset, 6)
}, {
  if (IS_ARRAY_BUFFER_DETACH_SUPPORTED == 1) assert(napi_detach_arraybuffer(env, argv[3]) == napi_ok);
})

FUSE_METHOD(readdir, 1, 2, (const char *path, void *buf, fuse_fill_dir_t filler, off_t offset, struct fuse_file_info *info), {
  l->buf = buf;
  l->path = path;
  l->offset = offset;
  l->info = info;
  l->readdir_filler = filler;"
@zkochan/fuse-native	0.1.0	RAW_NAPI_BUFFER	package/fuse-native.cpp	484	napi_create_external_buffer(	"#ifdef __APPLE__

FUSE_METHOD(setxattr, 5, 1, (const char *path, const char *name, const char *value, size_t size, int flags, uint32_t position), {
  l->path = path;
  l->name = name;
  l->value = value;
  l->size = size;
  l->flags = flags;
  l->position = position;
}, {
  napi_create_string_utf8(env, l->path, NAPI_AUTO_LENGTH, &(argv[2]));
  napi_create_string_utf8(env, l->name, NAPI_AUTO_LENGTH, &(argv[3]));
  napi_create_external_buffer(env, l->size, (char *) l->value, NULL, NULL, &(argv[4]));
  napi_create_uint32(env, l->position, &(argv[5]));
  napi_create_uint32(env, l->flags, &(argv[6]));
}, {
  if (IS_ARRAY_BUFFER_DETACH_SUPPORTED == 1) assert(napi_detach_arraybuffer(env, argv[2]) == napi_ok);
})

FUSE_METHOD(getxattr, 4, 1, (const char *path, const char *name, char *value, size_t size, uint32_t position), {
  l->path = path;
  l->name = name;
  l->value = value;
  l->size = size;
  l->position = position;"
@zkochan/fuse-native	0.1.0	RAW_NAPI_BUFFER	package/fuse-native.cpp	500	napi_create_external_buffer(	"  if (IS_ARRAY_BUFFER_DETACH_SUPPORTED == 1) assert(napi_detach_arraybuffer(env, argv[2]) == napi_ok);
})

FUSE_METHOD(getxattr, 4, 1, (const char *path, const char *name, char *value, size_t size, uint32_t position), {
  l->path = path;
  l->name = name;
  l->value = value;
  l->size = size;
  l->position = position;
}, {
  napi_create_string_utf8(env, l->path, NAPI_AUTO_LENGTH, &(argv[2]));
  napi_create_string_utf8(env, l->name, NAPI_AUTO_LENGTH, &(argv[3]));
  napi_create_external_buffer(env, l->size, (char *) l->value, NULL, NULL, &(argv[4]));
  napi_create_uint32(env, l->position, &(argv[5]));
}, {
  if (IS_ARRAY_BUFFER_DETACH_SUPPORTED == 1) assert(napi_detach_arraybuffer(env, argv[2]) == napi_ok);
})

#else

FUSE_METHOD(setxattr, 5, 1, (const char *path, const char *name, const char *value, size_t size, int flags), {
  l->path = path;
  l->name = name;
  l->value = value;
  l->size = size;"
@zkochan/fuse-native	0.1.0	RAW_NAPI_BUFFER	package/fuse-native.cpp	517	napi_create_external_buffer(	"
#else

FUSE_METHOD(setxattr, 5, 1, (const char *path, const char *name, const char *value, size_t size, int flags), {
  l->path = path;
  l->name = name;
  l->value = value;
  l->size = size;
  l->flags = flags;
}, {
  napi_create_string_utf8(env, l->path, NAPI_AUTO_LENGTH, &(argv[2]));
  napi_create_string_utf8(env, l->name, NAPI_AUTO_LENGTH, &(argv[3]));
  napi_create_external_buffer(env, l->size, (char *) l->value, NULL, NULL, &(argv[4]));
  napi_create_uint32(env, 0, &(argv[5])); // normalize apis between mac and linux
  napi_create_uint32(env, l->flags, &(argv[6]));
}, {
  if (IS_ARRAY_BUFFER_DETACH_SUPPORTED == 1) assert(napi_detach_arraybuffer(env, argv[2]) == napi_ok);
})

FUSE_METHOD(getxattr, 4, 1, (const char *path, const char *name, char *value, size_t size), {
  l->path = path;
  l->name = name;
  l->value = value;
  l->size = size;
}, {"
@zkochan/fuse-native	0.1.0	RAW_NAPI_BUFFER	package/fuse-native.cpp	532	napi_create_external_buffer(	"}, {
  if (IS_ARRAY_BUFFER_DETACH_SUPPORTED == 1) assert(napi_detach_arraybuffer(env, argv[2]) == napi_ok);
})

FUSE_METHOD(getxattr, 4, 1, (const char *path, const char *name, char *value, size_t size), {
  l->path = path;
  l->name = name;
  l->value = value;
  l->size = size;
}, {
  napi_create_string_utf8(env, l->path, NAPI_AUTO_LENGTH, &(argv[2]));
  napi_create_string_utf8(env, l->name, NAPI_AUTO_LENGTH, &(argv[3]));
  napi_create_external_buffer(env, l->size, (char *) l->value, NULL, NULL, &(argv[4]));
  napi_create_uint32(env, 0, &(argv[5]));
}, {
  if (IS_ARRAY_BUFFER_DETACH_SUPPORTED == 1) assert(napi_detach_arraybuffer(env, argv[2]) == napi_ok);
})

#endif

FUSE_METHOD(listxattr, 2, 1, (const char *path, char *list, size_t size), {
  l->path = path;
  l->list = list;
  l->size = size;
}, {"
@zkochan/fuse-native	0.1.0	RAW_NAPI_BUFFER	package/fuse-native.cpp	546	napi_create_external_buffer(	"}, {
  if (IS_ARRAY_BUFFER_DETACH_SUPPORTED == 1) assert(napi_detach_arraybuffer(env, argv[2]) == napi_ok);
})

#endif

FUSE_METHOD(listxattr, 2, 1, (const char *path, char *list, size_t size), {
  l->path = path;
  l->list = list;
  l->size = size;
}, {
  napi_create_string_utf8(env, l->path, NAPI_AUTO_LENGTH, &(argv[2]));
  napi_create_external_buffer(env, l->size, l->list, NULL, NULL, &(argv[3]));
}, {
  if (IS_ARRAY_BUFFER_DETACH_SUPPORTED == 1) assert(napi_detach_arraybuffer(env, argv[2]) == napi_ok);
})

FUSE_METHOD_VOID(removexattr, 2, 0, (const char *path, const char *name), {
  l->path = path;
  l->name = name;
}, {
  napi_create_string_utf8(env, l->path, NAPI_AUTO_LENGTH, &(argv[2]));
  napi_create_string_utf8(env, l->name, NAPI_AUTO_LENGTH, &(argv[3]));
})
"
qpdf-compress	0.7.1	NAPI_BUFFER_NEW	package/src/qpdf_addon.cc	249	Napi::Buffer<uint8_t>::New(	"        qpdf.reset();
      } catch (...) {
      }
      SetError(""UNKNOWN:PDF compression failed"");
    }
  }

  void OnOK() override {
    if (outputPath_.empty()) {
      // zero-copy: transfer QPDFWriter's buffer directly to JS, preventing
      // a redundant full-copy of the compressed PDF
      auto *prevent_copy = new std::shared_ptr<Buffer>(std::move(writerBuf_));
      deferred_.Resolve(Napi::Buffer<uint8_t>::New(
          Env(), prevent_copy->get()->getBuffer(),
          prevent_copy->get()->getSize(),
          [](Napi::Env, uint8_t *, std::shared_ptr<Buffer> *p) { delete p; },
          prevent_copy));
    } else {
      deferred_.Resolve(Env().Undefined());
    }
  }

  void OnError(Napi::Error const &error) override {
    deferred_.Reject(error.Value());
  }"
@stoprocent/noble	2.8.0	NAPI_BUFFER_NEW	package/lib/common/src/Emit.cc	33	Napi::Buffer<uint8_t>::New(	"        return _s(""public"");
    }
    else if (type == RANDOM)
    {
        return _s(""random"");
    }
    return _s(""unknown"");
}

Napi::Buffer<uint8_t> toBuffer(Napi::Env& env, const Data& data)
{
    if (data.empty()) {
        return Napi::Buffer<uint8_t>::New(env, 0);
    }
    else {
        return Napi::Buffer<uint8_t>::Copy(env, &data[0], data.size());
    }
}

Napi::Array toUuidArray(Napi::Env& env, const std::vector<std::string>& data)
{
    if (data.empty())
    {
        return Napi::Array::New(env);
    }"
@stoprocent/noble	2.8.0	NAPI_BUFFER_NEW	package/lib/common/src/Emit.cc	124	Napi::Buffer<uint8_t>::New(	"        Napi::Object advertisment = Napi::Object::New(env);
        
        // Handle optional name
        advertisment.Set(_s(""localName""), 
            name.has_value() ? _s(name.value()) : env.Null());
        
        // Handle optional txPowerLevel
        advertisment.Set(_s(""txPowerLevel""), 
            txPowerLevel.has_value() ? _n(txPowerLevel.value()) : env.Null());
        
        // Handle optional manufacturerData
        advertisment.Set(_s(""manufacturerData""), 
            manufacturerData.has_value() ? toBuffer(env, manufacturerData.value()) : Napi::Buffer<uint8_t>::New(env, 0));

        // Handle optional serviceData
        auto array = Napi::Array::New(env);
        if (serviceData.has_value()) {
            const auto& data = serviceData.value();
            array = Napi::Array::New(env, data.size());
            for (size_t i = 0; i < data.size(); i++) {
                Napi::Object dataObj = Napi::Object::New(env);
                dataObj.Set(_s(""uuid""), _u(data[i].first));
                dataObj.Set(_s(""data""), toBuffer(env, data[i].second));
                array.Set(i, dataObj);
            }"
@flyskywhy/react-native-gcanvas	6.0.24	NAPI_BUFFER_NEW	package/node/binding/Canvas.cc	194	Napi::Buffer<unsigned char>::New(	"            this->mRenderContext->makeCurrent();
            this->mRenderContext->drawFrame();
        }
        std::vector<unsigned char> in;
        int ret = this->mRenderContext->getImagePixelPNG(in);
        if (ret == 0)
        {
            size = in.size();
            return Napi::Buffer<unsigned char>::Copy(info.Env(), &in[0], in.size());
        }
        else
        {
            return Napi::Buffer<unsigned char>::New(info.Env(), nullptr, 0);
        }
    }
    Napi::Buffer<unsigned char> Canvas::getJPGBuffer(const Napi::CallbackInfo &info, unsigned long &size)
    {
        if (this->mRenderContext)
        {
            this->mRenderContext->makeCurrent();
            this->mRenderContext->drawFrame();
        }
        unsigned char *data = nullptr;
        int ret = this->mRenderContext->getImagePixelJPG(&data, size);
        if (ret == 0)"
@flyskywhy/react-native-gcanvas	6.0.24	NAPI_BUFFER_NEW	package/node/binding/Canvas.cc	213	Napi::Buffer<unsigned char>::New(	"            this->mRenderContext->makeCurrent();
            this->mRenderContext->drawFrame();
        }
        unsigned char *data = nullptr;
        int ret = this->mRenderContext->getImagePixelJPG(&data, size);
        if (ret == 0)
        {
            return Napi::Buffer<unsigned char>::Copy(info.Env(), data, size);
        }
        else
        {
            size = -1;
            return Napi::Buffer<unsigned char>::New(info.Env(), nullptr, 0);
        }
    }
    Napi::Buffer<unsigned char> Canvas::getRawDataBuffer(const Napi::CallbackInfo &info, unsigned long &size)
    {
        unsigned char *data = new unsigned char[4 * mWidth * mHeight];
        int ret = this->mRenderContext->readPixelAndSampleFromCurrentCtx(data);
        if (ret == 0)
        {
            return Napi::Buffer<unsigned char>::Copy(info.Env(), data, 4 * mWidth * mHeight);
        }
        else
        {"
@abandonware/bluetooth-hci-socket	0.5.3-12	NAN_COPYBUFFER	package/src/BluetoothHciSocket.cpp	379	Nan::CopyBuffer(	"  length = read(this->_socket, data, sizeof(data));

  if (length > 0)
  {
    if (this->_mode == HCI_CHANNEL_RAW)
    {
      // TODO: This does not check for the retval of this function – should it?
      this->kernelDisconnectWorkArounds(length, data);
    }

    Local<Value> argv[2] = {
        Nan::New(""data"").ToLocalChecked(),
        Nan::CopyBuffer(data, length).ToLocalChecked()};

    Nan::AsyncResource res(""BluetoothHciSocket::poll"");
    res.runInAsyncScope(
           Nan::New<Object>(this->This),
           Nan::New(""emit"").ToLocalChecked(),
           2,
           argv)
        .FromMaybe(v8::Local<v8::Value>());
  }
}

void BluetoothHciSocket::stop()"
java	0.18.0	V8_NODE_BUFFER	package/src-cpp/utils.cpp	500	v8::ArrayBuffer::New(	"  assertNoException(env);

  jmethodID class_getComponentType = env->GetMethodID(clazzclazz, ""getComponentType"", ""()Ljava/lang/Class;"");
  jobject arrayComponentTypeClass = env->CallObjectMethod(arrayClass, class_getComponentType);
  checkJavaException(env);

  jvalueType arrayComponentType = javaGetType(env, (jclass)arrayComponentTypeClass);
  return arrayComponentType;
}

#if NODE_VERSION_AT_LEAST(13, 0, 0)
v8::Local<v8::ArrayBuffer> newArrayBuffer(void *elems, size_t length) {
  v8::Local<v8::ArrayBuffer> ab = v8::ArrayBuffer::New(v8::Isolate::GetCurrent(), length);
  memcpy(ab->GetBackingStore()->Data(), elems, length);
  return ab;
}
#elif NODE_VERSION_AT_LEAST(4, 0, 0)
v8::Local<v8::ArrayBuffer> newArrayBuffer(void *elems, size_t length) {
  v8::Local<v8::ArrayBuffer> ab = v8::ArrayBuffer::New(v8::Isolate::GetCurrent(), length);
  memcpy(ab->GetContents().Data(), elems, length);
  return ab;
}
#endif

v8::Local<v8::String> javaCharToV8String(jchar c) {"
java	0.18.0	V8_NODE_BUFFER	package/src-cpp/utils.cpp	506	v8::ArrayBuffer::New(	"  jvalueType arrayComponentType = javaGetType(env, (jclass)arrayComponentTypeClass);
  return arrayComponentType;
}

#if NODE_VERSION_AT_LEAST(13, 0, 0)
v8::Local<v8::ArrayBuffer> newArrayBuffer(void *elems, size_t length) {
  v8::Local<v8::ArrayBuffer> ab = v8::ArrayBuffer::New(v8::Isolate::GetCurrent(), length);
  memcpy(ab->GetBackingStore()->Data(), elems, length);
  return ab;
}
#elif NODE_VERSION_AT_LEAST(4, 0, 0)
v8::Local<v8::ArrayBuffer> newArrayBuffer(void *elems, size_t length) {
  v8::Local<v8::ArrayBuffer> ab = v8::ArrayBuffer::New(v8::Isolate::GetCurrent(), length);
  memcpy(ab->GetContents().Data(), elems, length);
  return ab;
}
#endif

v8::Local<v8::String> javaCharToV8String(jchar c) {
#if ((NODE_MAJOR_VERSION == 0) && (NODE_MINOR_VERSION <= 10))
  return v8::String::New(&c, 1);
#elif ((NODE_MAJOR_VERSION == 0) && (NODE_MINOR_VERSION <= 12))
  return v8::String::NewFromTwoByte(v8::Isolate::GetCurrent(), &c, v8::String::kNormalString, 1);
#else
  return v8::String::NewFromTwoByte(v8::Isolate::GetCurrent(), &c, v8::NewStringType::kNormal, 1).ToLocalChecked();"
lzma-native	8.0.6	BARE_BUFFER_NEW	package/src/lzma-stream.cpp	178	Buffer<char>::Copy(	"
  uint64_t in = UINT64_MAX, out = UINT64_MAX;
  if (_.internal)
    lzma_get_progress(&_, &in, &out);
  Napi::Value in_   = Uint64ToNumberMaxNull(env, in);
  Napi::Value out_  = Uint64ToNumberMaxNull(env, out);

  while (outbufs.size() > 0) {
    outbuf = std::move(outbufs.front());
    outbufs.pop();

    napi_value argv[5] = {
      Buffer<char>::Copy(env, reinterpret_cast<const char*>(outbuf.data()), outbuf.size()),
      env.Undefined(), env.Undefined(), in_, out_
    };
    CallBufferHandlerWithArgv(5, argv);
  }

  bool reset = false;
  if (lastCodeResult != LZMA_OK) {
    Napi::Value errorArg = env.Null();

    if (lastCodeResult != LZMA_STREAM_END)
      errorArg = lzmaRetError(env, lastCodeResult).Value();
"
@pokusew/pcsclite	0.6.0	NAN_COPYBUFFER	package/src/pcsclite.cpp	183	Nan::CopyBuffer(	"    Nan::HandleScope scope;

    AsyncBaton* async_baton = static_cast<AsyncBaton*>(handle->data);
    AsyncResult* ar = async_baton->async_result;

    if (async_baton->pcsclite->m_state == 1) {
        // Swallow events : Listening thread was cancelled by user.
    } else if ((ar->result == SCARD_S_SUCCESS) ||
               (ar->result == (LONG)SCARD_E_NO_READERS_AVAILABLE)) {
        const unsigned argc = 2;
        Local<Value> argv[argc] = {
            Nan::Undefined(), // argument
            Nan::CopyBuffer(ar->readers_name, ar->readers_name_length).ToLocalChecked()
        };

        Nan::Callback(Nan::New(async_baton->callback)).Call(argc, argv, async_resource);
    } else {
        Local<Value> argv[1] = { Nan::Error(ar->err_msg.c_str()) };
        Nan::Callback(Nan::New(async_baton->callback)).Call(1, argv, async_resource);
    }

    // Do exit, after throwing last events
    if (ar->do_exit) {
        // necessary otherwise UV will block
        uv_close(reinterpret_cast<uv_handle_t*>(&async_baton->async), CloseCallback);"
@pokusew/pcsclite	0.6.0	NAN_COPYBUFFER	package/src/cardreader.cpp	357	Nan::CopyBuffer(	"    AsyncResult* ar = async_baton->async_result;

    if (reader->m_state == 1) {
        // Swallow events : Listening thread was cancelled by user.
    } else if ((ar->result == SCARD_S_SUCCESS) ||
               (ar->result == (LONG)SCARD_E_NO_READERS_AVAILABLE) ||
               (ar->result == (LONG)SCARD_E_UNKNOWN_READER)) { // Card reader was unplugged, it's not an error
        if (ar->status != 0) {
            const unsigned int argc = 3;
            Local<Value> argv[argc] = {
                Nan::Undefined(), // argument
                Nan::New<Number>(ar->status),
                Nan::CopyBuffer(reinterpret_cast<char*>(ar->atr), ar->atrlen).ToLocalChecked()
            };

            Nan::Callback(Nan::New(async_baton->callback)).Call(argc, argv, async_resource);
        }
    } else {
        Local<Value> err = Nan::Error(error_msg(""SCardGetStatusChange"", ar->result).c_str());
        // Prepare the parameters for the callback function.
        const unsigned int argc = 1;
        Local<Value> argv[argc] = { err };
        Nan::Callback(Nan::New(async_baton->callback)).Call(argc, argv, async_resource);
    }
"
@pokusew/pcsclite	0.6.0	NAN_COPYBUFFER	package/src/cardreader.cpp	601	Nan::CopyBuffer(	"
    if (tr->result) {
        Local<Value> err = Nan::Error(error_msg(""SCardTransmit"", tr->result).c_str());

        // Prepare the parameters for the callback function.
        const unsigned argc = 1;
        Local<Value> argv[argc] = { err };
        Nan::Callback(Nan::New(baton->callback)).Call(argc, argv, async_resource);
    } else {
        const unsigned argc = 2;
        Local<Value> argv[argc] = {
            Nan::Null(),
            Nan::CopyBuffer(reinterpret_cast<char*>(tr->data), tr->len).ToLocalChecked()
        };

        Nan::Callback(Nan::New(baton->callback)).Call(argc, argv, async_resource);
    }


    // The callback is a permanent handle, so we have to dispose of it manually.
    baton->callback.Reset();
    delete [] ti->in_data;
    delete ti;
    delete [] tr->data;
    delete tr;"
krb5	0.5.5	NAPI_BUFFER_NEW	package/src/gss_bind.cc	121	Napi::Buffer<uint8_t>::New(	"    gss_err = gss_delete_sec_context(&gss_minor, &gss_context, &output_buf);
    if (GSS_ERROR(gss_err))
    {
      _convert_gss_error(gss_err, gss_minor, this->error_msg);
    }
  }

  void OnOK()
  {
    Napi::HandleScope scope(Env());

    Callback().Call({Napi::String::New(Env(), error_msg),
                     (spnego_token) ? Napi::Buffer<uint8_t>::New(Env(), this->spnego_token, this->spnego_token_length, [](Napi::Env env, uint8_t *ref)
                                                                 { free(ref); })
                                    : Env().Undefined()});
  }

  //
  OM_uint32 gss_err;
  OM_uint32 gss_minor;

  // In parameter
  std::string str_server;
  std::string input_name_type;
  std::string krb_ccname;"
zlib-sync	0.1.10	NAN_COPYBUFFER	package/src/zlib_sync.cc	141	Nan::CopyBuffer(	"                info.GetReturnValue().Set(Nan::New<String>(zlib_get_error(self->err)).ToLocalChecked());
            }
        }

        static NAN_GETTER(GetResult) {
            ZlibSyncInflate* self = ObjectWrap::Unwrap<ZlibSyncInflate>(info.This());

            if(self->err < Z_OK) {
                info.GetReturnValue().Set(Nan::Null());
            } else if(self->to_string) {
                info.GetReturnValue().Set(Nan::New<String>((char*)self->out_buffer.data(), self->result_size).ToLocalChecked());
            } else {
                info.GetReturnValue().Set(Nan::CopyBuffer((char*)self->out_buffer.data(), self->result_size).ToLocalChecked());
            }
        }

        static NAN_GETTER(GetWindowBits) {
            ZlibSyncInflate* self = ObjectWrap::Unwrap<ZlibSyncInflate>(info.This());

            info.GetReturnValue().Set(self->window_bits);
        }

        static NAN_METHOD(New) {
            if(!info.IsConstructCall()) {
                return Nan::ThrowTypeError(""Use the new operator to construct a ZlibSyncInflate."");"
bluetooth-hci-socket	0.5.1	NAN_COPYBUFFER	package/src/BluetoothHciSocket.cpp	248	Nan::CopyBuffer(	"  int length = 0;
  char data[1024];

  length = read(this->_socket, data, sizeof(data));

  if (length > 0) {
    if (this->_mode == HCI_CHANNEL_RAW) {
      this->kernelDisconnectWorkArounds(length, data);
    }

    Local<Value> argv[2] = {
      Nan::New(""data"").ToLocalChecked(),
      Nan::CopyBuffer(data, length).ToLocalChecked()
    };

    Nan::MakeCallback(Nan::New<Object>(this->This), Nan::New(""emit"").ToLocalChecked(), 2, argv);
  }
}

void BluetoothHciSocket::stop() {
  uv_poll_stop(&this->_pollHandle);
}

void BluetoothHciSocket::write_(char* data, int length) {
  if (write(this->_socket, data, length) < 0) {"
node-zopfli-es	2.0.6	NAPI_BUFFER_NEW	package/src/zopfli-binding.cc	137	Napi::Buffer<unsigned char>::New(	"    ZopfliCompress(&zopfli_options, format, (const unsigned char*)input->data(), input->length(), (unsigned char **)&resultdata, &resultsize);
  }

  // Executed when the async work is complete
  // this function will be run inside the main event loop
  // so it is safe to use V8 again
  void OnOK() override {
    Napi::HandleScope scope(Env());
    Callback().MakeCallback(
      Receiver().Value(),
      {
        Env().Null(),
        Napi::Buffer<unsigned char>::New(Env(), (unsigned char*)resultdata, resultsize)
      });
  }

 private:
  ZopfliFormat format;
  ZopfliOptions zopfli_options;
  std::string input;
  char* resultdata;
  size_t resultsize;
};

// CompressBinding"
node-zopfli-es	2.0.6	NAPI_BUFFER_NEW	package/src/zopfli-binding.cc	180	Napi::Buffer<unsigned char>::New(	"Napi::Value CompressBinding::Sync(const Napi::CallbackInfo& info) {
  ZopfliFormat format;
  ZopfliOptions zopfli_options;
  ParseArgs(info, format, zopfli_options);
  Napi::Buffer<unsigned char> inbuffer = info[0].ToObject().As<Napi::Buffer<unsigned char>>();
  size_t inbuffersize = inbuffer.Length();
  const unsigned char * inbufferdata = inbuffer.Data();
  unsigned char* out = 0;
  size_t outsize = 0;
  ZopfliCompress(&zopfli_options, format,
    inbufferdata, inbuffersize,
    &out, &outsize);
  return Napi::Buffer<unsigned char>::New(info.Env(), out, outsize);
}

unsigned updateAdler32(unsigned int adler, const unsigned char* data, size_t size)
{
  unsigned sums_overflow = 5550;
  unsigned s1 = adler;
  unsigned s2 = 1 >> 16;

  while (size > 0) {
    size_t amount = size > sums_overflow ? sums_overflow : size;
    size -= amount;
    while (amount > 0) {"
